QSO 1,QSO 2,QSO 3,QSO 4,QSO 5,QSO 6,QSO 7,QSO 8,QSO 9,QSO 10,QSO 11,QSO 12,QSO 13,QSO 14,QSO 15,QSO 16,QSO 17,QSO 18,QSO 19,QSO 20,QSO 21,QSO 22,QSO 23,QSO 24,QSO 25,QSO 26,QSO 27,QSO 28,QSO 29,QSO 30,QSO 31,QSO 32,QSO 33,QSO 34,QSO 35,QSO 36,QSO 37,QSO 38,QSO 39,QSO 40,QSO 41,QSO 42,QSO 43,QSO 44,QSO 45,QSO 46,PseAAC 1,PseAAC 2,PseAAC 3,PseAAC 4,PseAAC 5,PseAAC 6,PseAAC 7,PseAAC 8,PseAAC 9,PseAAC 10,PseAAC 11,PseAAC 12,PseAAC 13,PseAAC 14,PseAAC 15,PseAAC 16,PseAAC 17,PseAAC 18,PseAAC 19,PseAAC 20,PseAAC 21,PseAAC 22,PseAAC 23,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_HX,PCP_SC,Class
0,0,0,0,0,0.538688181,0,0,1.077376362,0,0.538688181,0,0,0.538688181,0,1.616064543,0.538688181,0,0,0,0,0,0,0,0,6.38E-05,0,0,0.000127509,0,6.38E-05,0,0,6.38E-05,0,0.000191263,6.38E-05,0,0,0,0.186913109,0.153753135,0.120645575,0.524417923,0.324994262,0.150524061,0,0,0,0,0,0.864145628,0,0,1.728291256,0,0.864145628,0,0,0.864145628,0,2.592436884,0.864145628,0,0,0,0.0545176,0.05101506,0.030321713,0.222,0.111,0.667,0.444,0.222,0.111,0,0.111,0.111,0.222,0.667,0.333,0.222,0.444,0,1
0.51669808,0,0,0.51669808,0,0,1.03339616,0.51669808,0,1.550094241,0.51669808,0,0.51669808,0,0.51669808,0,0.51669808,0,1.03339616,0,2.72E-05,0,0,2.72E-05,0,0,5.44E-05,2.72E-05,0,8.16E-05,2.72E-05,0,2.72E-05,0,2.72E-05,0,2.72E-05,0,5.44E-05,0,0.158946198,0.150213071,0.174142651,0.33321632,0.272246849,0.394509618,0.810709027,0,0,0.810709027,0,0,1.621418053,0.810709027,0,2.43212708,0.810709027,0,0.810709027,0,0.810709027,0,0.810709027,0,1.621418053,0,0.062009723,0.054652146,0.072629105,0,0.071,0.929,0.357,0.571,0.5,0.071,0.143,0.071,0,0.929,0.571,0.071,0.071,0.071,1
0,0,0.82190718,0,0,0,0.82190718,0,0,0.82190718,0.82190718,0,0,0,2.465721539,0.82190718,0,0,0,0,0,0,5.66E-05,0,0,0,5.66E-05,0,0,5.66E-05,5.66E-05,0,0,0,0.00016989,5.66E-05,0,0,0,0,0.072315339,0.055725225,0.050052257,0.394976923,0.315502449,0.289463998,0,0,0.883943286,0,0,0,0.883943286,0,0,0.883943286,0.883943286,0,0,0,2.651829858,0.883943286,0,0,0,0,0.035402606,0.042315355,0.038338753,0,0,1,0.25,0.625,0.625,0.375,0,0,0,1,0.625,0.5,0.125,0,1
0,0,0,0.619172465,0,1.547931162,1.547931162,0,0,0.309586232,0.309586232,0.619172465,0,0.309586232,0,0.309586232,0.309586232,0,0,0,0,0,0,5.87E-05,0,0.000146856,0.000146856,0,0,2.94E-05,2.94E-05,5.87E-05,0,2.94E-05,0,2.94E-05,2.94E-05,0,0,0,0.178388571,0.272513591,0.239511605,0.330692866,0.406523335,0.262754428,0,0,0,1.640382296,0,4.100955739,4.100955739,0,0,0.820191148,0.820191148,1.640382296,0,0.820191148,0,0.820191148,0.820191148,0,0,0,0.052922867,0.067962459,0.058923526,0.105,0.368,0.526,0.368,0.158,0.105,0,0.053,0.368,0.105,0.526,0.211,0.105,0.105,0,1
0.578786402,0,0,0,1.736359205,0.578786402,1.157572804,0.578786402,0,0.578786402,0.578786402,0,0,0,0,1.157572804,0,0,0.578786402,1.157572804,1.48E-05,0,0,0,4.44E-05,1.48E-05,2.96E-05,1.48E-05,0,1.48E-05,1.48E-05,0,0,0,0,2.96E-05,0,0,1.48E-05,2.96E-05,0.134151344,0.163512831,0.123549424,0.300194021,0.365213186,0.334578005,0.856849102,0,0,0,2.570547307,0.856849102,1.713698204,0.856849102,0,0.856849102,0.856849102,0,0,0,0,1.713698204,0,0,0.856849102,1.713698204,0.039769704,0.056158479,0.047222715,0,0.067,0.933,0.533,0.4,0.4,0,0.067,0.067,0,0.933,0.533,0,0.133,0.2,1
0,0.500913993,0,0,0,1.502741978,0,0,0,0.500913993,1.001827985,0,0,0.500913993,0,0.500913993,0,0,0,0,0,4.99E-05,0,0,0,0.000149671,0,0,0,4.99E-05,9.98E-05,0,0,4.99E-05,0,4.99E-05,0,0,0,0,0.186922568,0.155970592,0.156192847,0.385788195,0.285179032,0.328982883,0,0.711627594,0,0,0,2.134882783,0,0,0,0.711627594,1.423255189,0,0,0.711627594,0,0.711627594,0,0,0,0,0.111035843,0.091630341,0.085706222,0.111,0.333,0.556,0.111,0.444,0.333,0,0.111,0.333,0.111,0.556,0.444,0.111,0.111,0,1
0.675330732,0.337665366,0.675330732,0.675330732,0,0,0.337665366,0,0.337665366,1.012996098,0.337665366,0,0.337665366,1.012996098,0.337665366,0.337665366,0.337665366,0,0,0.675330732,3.69E-05,1.85E-05,3.69E-05,3.69E-05,0,0,1.85E-05,0,1.85E-05,5.54E-05,1.85E-05,0,1.85E-05,5.54E-05,1.85E-05,1.85E-05,1.85E-05,0,0,3.69E-05,0.24928767,0.174123697,0.238923268,0.352711733,0.303677176,0.343592631,1.579180481,0.789590241,1.579180481,1.579180481,0,0,0.789590241,0,0.789590241,2.368770722,0.789590241,0,0.789590241,2.368770722,0.789590241,0.789590241,0.789590241,0,0,1.579180481,0.067379447,0.070163235,0.072867077,0.091,0.091,0.818,0.136,0.591,0.409,0.045,0.136,0.091,0.091,0.818,0.636,0.227,0.091,0.045,1
1.326540033,0,0.442180011,0.442180011,0.442180011,0,0.442180011,0.884360022,0.442180011,0,0.442180011,0,0,0.442180011,0.884360022,0,0,0.442180011,0,0.442180011,6.09E-05,0,2.03E-05,2.03E-05,2.03E-05,0,2.03E-05,4.06E-05,2.03E-05,0,2.03E-05,0,0,2.03E-05,4.06E-05,0,0,2.03E-05,0,2.03E-05,0.177396297,0.185477225,0.194946466,0.344240203,0.334488154,0.321251347,2.434831599,0,0.811610533,0.811610533,0.811610533,0,0.811610533,1.623221066,0.811610533,0,0.811610533,0,0,0.811610533,1.623221066,0,0,0.811610533,0,0.811610533,0.050381478,0.062631399,0.07537659,0.062,0.062,0.875,0.125,0.688,0.562,0.125,0.125,0.062,0.062,0.875,0.625,0.25,0,0.062,1
0.299282766,0.598565532,0.299282766,0,0,0.299282766,0,0.897848298,0.299282766,0,0.897848298,0.897848298,0.299282766,0,0,0.598565532,0,0.299282766,0,0.299282766,1.86E-05,3.71E-05,1.86E-05,0,0,1.86E-05,0,5.57E-05,1.86E-05,0,5.57E-05,5.57E-05,1.86E-05,0,0,3.71E-05,0,1.86E-05,0,1.86E-05,0.204799137,0.235995804,0.259922294,0.309134103,0.346917965,0.343929358,0.723857671,1.447715343,0.723857671,0,0,0.723857671,0,2.171573014,0.723857671,0,2.171573014,2.171573014,0.723857671,0,0,1.447715343,0,0.723857671,0,0.723857671,0.087692419,0.081023516,0.107426393,0.3,0.05,0.65,0.1,0.5,0.4,0,0.05,0.05,0.3,0.65,0.35,0.35,0.1,0.05,1
0.553904796,0,0,0,0,0.553904796,0,0,0,0,0.553904796,0.553904796,0.553904796,0.553904796,0,0.553904796,0.553904796,0,0.553904796,0.553904796,4.81E-05,0,0,0,0,4.81E-05,0,0,0,0,4.81E-05,4.81E-05,4.81E-05,4.81E-05,0,4.81E-05,4.81E-05,0,4.81E-05,4.81E-05,0.185765766,0.138848811,0.121480627,0.459863572,0.28163617,0.258452118,0.790824913,0,0,0,0,0.790824913,0,0,0,0,0.790824913,0.790824913,0.790824913,0.790824913,0,0.790824913,0.790824913,0,0.790824913,0.790824913,0.079702338,0.064688011,0.064784738,0.1,0.1,0.8,0.3,0.5,0.3,0,0.2,0.1,0.1,0.8,0.6,0.1,0.2,0.1,1
0.421326769,0.421326769,0,0,0,0.421326769,0,0,0.842653538,0.421326769,0.842653538,0,0,0.842653538,0.421326769,0.842653538,0.421326769,0,0,0,3.54E-05,3.54E-05,0,0,0,3.54E-05,0,0,7.08E-05,3.54E-05,7.08E-05,0,0,7.08E-05,3.54E-05,7.08E-05,3.54E-05,0,0,0,0.235515892,0.194231767,0.148925572,0.354465266,0.386248184,0.259251125,0.776245957,0.776245957,0,0,0,0.776245957,0,0,1.552491913,0.776245957,1.552491913,0,0,1.552491913,0.776245957,1.552491913,0.776245957,0,0,0,0.072469569,0.089599808,0.061684666,0.214,0.071,0.714,0.214,0.5,0.357,0.071,0.143,0.071,0.214,0.714,0.571,0.286,0.214,0,1
0,0,0,0,0,0,0,0,0,0.892887039,1.785774077,0,0.892887039,0,0.892887039,0,0.892887039,0,0,2.678661116,0,0,0,0,0,0,0,0,0,0.000141187,0.000282374,0,0.000141187,0,0.000141187,0,0.000141187,0,0,0.000423561,0.034124893,0.045501077,0.027486992,0.323092562,0.428884057,0.247882193,0,0,0,0,0,0,0,0,0,0.948478261,1.896956522,0,0.948478261,0,0.948478261,0,0.948478261,0,0,2.845434783,0.013970112,0.019629868,0.017921758,0,0,1,0.111,0.889,0.778,0.111,0,0,0,1,1,0.111,0.111,0.111,1
1.02004459,1.02004459,0,0,0,0.510022295,0.510022295,0,0,0,1.02004459,0.510022295,0,0,0,0,0,0,0,0.510022295,0.000115095,0.000115095,0,0,0,5.75E-05,5.75E-05,0,0,0,0.000115095,5.75E-05,0,0,0,0,0,0,0,5.75E-05,0.210395774,0.177690901,0.10189103,0.426376396,0.252887454,0.320678602,1.523063421,1.523063421,0,0,0,0.761531711,0.761531711,0,0,0,1.523063421,0.761531711,0,0,0,0,0,0,0,0.761531711,0.084552316,0.088523651,0.065392322,0.3,0.1,0.6,0.1,0.5,0.5,0,0,0.1,0.3,0.6,0.5,0.3,0,0,1
0,0,0,0.624746977,0,0,0,0,0,0.624746977,2.49898791,0,0,0.624746977,0,0.624746977,0.624746977,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,4.27E-05,0.000170666,0,0,4.27E-05,0,4.27E-05,4.27E-05,0,0,0,0.136862883,0.131097905,0.107292234,0.401790286,0.381941837,0.216225211,0,0,0,0.837216645,0,0,0,0,0,0.837216645,3.348866579,0,0,0.837216645,0,0.837216645,0.837216645,0,0,0,0.060542996,0.0548299,0.047410459,0,0.111,0.889,0.222,0.667,0.556,0,0.111,0.111,0,0.889,0.778,0,0.222,0,1
0,0,0,0,0,0,0,0.854569309,0,1.709138619,0,0,0,0.854569309,1.709138619,0,0,0,0,0.854569309,0,0,0,0,0,0,0,0.000114676,0,0.000229353,0,0,0,0.000114676,0.000229353,0,0,0,0,0.000114676,0.059427775,0.059338815,0.026664101,0.431435059,0.386642508,0.181807757,0,0,0,0,0,0,0,0.883888952,0,1.767777904,0,0,0,0.883888952,1.767777904,0,0,0,0,0.883888952,0.040315025,0.046733188,0.029062835,0,0,1,0,1,0.857,0.286,0.143,0,0,1,0.857,0.286,0,0,1
0,0.292704967,0.8781149,0.585409934,0,0,0.585409934,0.292704967,0,0.292704967,0.8781149,0.585409934,0,0.585409934,0.292704967,0.292704967,0,0,0,0.292704967,0,1.48E-05,4.45E-05,2.97E-05,0,0,2.97E-05,1.48E-05,0,1.48E-05,4.45E-05,2.97E-05,0,2.97E-05,1.48E-05,1.48E-05,0,0,0,1.48E-05,0.235315387,0.282109281,0.189870365,0.377643433,0.343231714,0.279110021,0,0.742626432,2.227879296,1.485252864,0,0,1.485252864,0.742626432,0,0.742626432,2.227879296,1.485252864,0,1.485252864,0.742626432,0.742626432,0,0,0,0.742626432,0.078455997,0.112105924,0.066811647,0.15,0.1,0.75,0.15,0.45,0.35,0.05,0.1,0.1,0.15,0.75,0.4,0.35,0.05,0,1
0.798696623,0,0,0,0,0.798696623,0.399348311,0,0,0.399348311,0.798696623,0.399348311,0,0.399348311,0.399348311,1.198044934,0,0.399348311,0,0.399348311,4.25E-05,0,0,0,0,4.25E-05,2.12E-05,0,0,2.12E-05,4.25E-05,2.12E-05,0,2.12E-05,2.12E-05,6.37E-05,0,2.12E-05,0,2.12E-05,0.227605176,0.184678707,0.188367806,0.400008498,0.295558884,0.304411374,1.513998785,0,0,0,0,1.513998785,0.756999393,0,0,0.756999393,1.513998785,0.756999393,0,0.756999393,0.756999393,2.270998178,0,0.756999393,0,0.756999393,0.083018456,0.083686841,0.07629531,0.062,0.125,0.812,0.25,0.562,0.438,0.062,0.125,0.125,0.062,0.812,0.562,0.125,0.188,0,1
0,0,0,0,0,0,0.742060179,0,0,0,0.742060179,0,0.742060179,0,0.742060179,0,0.742060179,1.484120357,0,0,0,0,0,0,0,0,6.94E-05,0,0,0,6.94E-05,0,6.94E-05,0,6.94E-05,0,6.94E-05,0.000138764,0,0,0.076641682,0.119118097,0.062180042,0.270131132,0.45011448,0.279685007,0,0,0,0,0,0,0.807985454,0,0,0,0.807985454,0,0.807985454,0,0.807985454,0,0.807985454,1.615970907,0,0,0.03787743,0.079234609,0.074902508,0,0,1,0.286,0.714,0.286,0.143,0.286,0,0,1,0.857,0.143,0.143,0.143,1
0,0,0.411941237,0.411941237,0.411941237,0,0.411941237,0.411941237,0.411941237,0.411941237,0.411941237,0.411941237,0,0.823882474,1.235823712,0.411941237,0.411941237,0.411941237,0.411941237,0.823882474,0,0,1.63E-05,1.63E-05,1.63E-05,0,1.63E-05,1.63E-05,1.63E-05,1.63E-05,1.63E-05,1.63E-05,0,3.25E-05,4.88E-05,1.63E-05,1.63E-05,1.63E-05,1.63E-05,3.25E-05,0.217725568,0.182495076,0.187838119,0.355156042,0.303871321,0.340956371,0,0,0.825174844,0.825174844,0.825174844,0,0.825174844,0.825174844,0.825174844,0.825174844,0.825174844,0.825174844,0,1.650349687,2.475524531,0.825174844,0.825174844,0.825174844,0.825174844,1.650349687,0.052402709,0.050876715,0.071545733,0.1,0.05,0.85,0.25,0.55,0.4,0.15,0.2,0.05,0.1,0.85,0.6,0.3,0.1,0.05,1
0.799245161,0.39962258,0,0,0,0.39962258,0.799245161,1.598490322,0,0,1.598490322,0.39962258,0,0,0.39962258,0.799245161,0,0,0,0,4.39E-05,2.20E-05,0,0,0,2.20E-05,4.39E-05,8.78E-05,0,0,8.78E-05,2.20E-05,0,0,2.20E-05,4.39E-05,0,0,0,0,0.178295291,0.221774587,0.200307542,0.357132662,0.321841024,0.321004355,1.598567718,0.799283859,0,0,0,0.799283859,1.598567718,3.197135436,0,0,3.197135436,0.799283859,0,0,0.799283859,1.598567718,0,0,0,0,0.061474612,0.061761856,0.077479673,0.111,0.056,0.833,0.222,0.611,0.611,0.056,0,0.056,0.111,0.833,0.389,0.167,0.111,0,1
0,0,0,0,0,0,0,0,0.709267646,0,2.127802937,0,0.709267646,0,2.127802937,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89E-05,0,0.00026679,0,8.89E-05,0,0.00026679,0,0,0,0,0,0.11041439,0.090676251,0.089641713,0.498105791,0.209198919,0.29260636,0,0,0,0,0,0,0,0,0.919648664,0,2.758945991,0,0.919648664,0,2.758945991,0,0,0,0,0,0.030210323,0.020722493,0.029418521,0.125,0,0.875,0,0.875,0.75,0.375,0,0,0.125,0.875,0.875,0.5,0,0.125,1
0,0,0,0,0,0,0,0.85481578,0,0.85481578,0.85481578,0,0,0.85481578,1.70963156,0,0,0,0,0.85481578,0,0,0,0,0,0,0,0.000113595,0,0.000113595,0.000113595,0,0,0.000113595,0.00022719,0,0,0,0,0.000113595,0.059459362,0.058986648,0.02673821,0.429730098,0.389574246,0.180582061,0,0,0,0,0,0,0,0.88586063,0,0.88586063,0.88586063,0,0,0.88586063,1.771721259,0,0,0,0,0.88586063,0.040438125,0.044648213,0.029053032,0,0,1,0,1,0.857,0.286,0.143,0,0,1,0.857,0.286,0,0,1
0.412691059,0.825382118,0,0.412691059,0,1.238073177,0.825382118,1.238073177,0,0,0.825382118,0,0,0,0,0,0,0,0,0.825382118,2.57E-05,5.15E-05,0,2.57E-05,0,7.72E-05,5.15E-05,7.72E-05,0,0,5.15E-05,0,0,0,0,0,0,0,0,5.15E-05,0.203528624,0.211523275,0.172257042,0.41373162,0.294093885,0.292148766,0.777728435,1.555456871,0,0.777728435,0,2.333185306,1.555456871,2.333185306,0,0,1.555456871,0,0,0,0,0,0,0,0,1.555456871,0.07388662,0.074415237,0.073969708,0.125,0.25,0.625,0.125,0.5,0.5,0,0,0.25,0.125,0.625,0.312,0.125,0,0,1
0,0.553718594,0,0.553718594,0,0,0.553718594,0,0,0.553718594,1.107437188,0,0,0,0.553718594,0,0,0,1.107437188,0,0,4.43E-05,0,4.43E-05,0,0,4.43E-05,0,0,4.43E-05,8.86E-05,0,0,0,4.43E-05,0,0,0,8.86E-05,0,0.163712495,0.144477529,0.138091382,0.366640524,0.282754434,0.350560732,0,0.731554988,0,0.731554988,0,0,0.731554988,0,0,0.731554988,1.463109977,0,0,0,0.731554988,0,0,0,1.463109977,0,0.089733776,0.091488786,0.08722245,0.111,0.111,0.778,0.333,0.444,0.444,0.111,0.222,0.111,0.111,0.778,0.444,0.222,0,0,1
0.467730173,0.467730173,0,0,0,0.467730173,0,0,0.935460346,0.467730173,0.467730173,0,0,0.935460346,0,0.935460346,0.467730173,0,0,0,4.29E-05,4.29E-05,0,0,0,4.29E-05,0,0,8.58E-05,4.29E-05,4.29E-05,0,0,8.58E-05,0,8.58E-05,4.29E-05,0,0,0,0.210215807,0.162889558,0.159164462,0.342634867,0.382013697,0.275308525,0.783662518,0.783662518,0,0,0,0.783662518,0,0,1.567325035,0.783662518,0.783662518,0,0,1.567325035,0,1.567325035,0.783662518,0,0,0,0.067600589,0.076745735,0.071991157,0.25,0.083,0.667,0.25,0.417,0.25,0,0.167,0.083,0.25,0.667,0.5,0.25,0.25,0,1
0.427206784,0.427206784,0,0,0,0.427206784,0,0.427206784,0,0.427206784,0,0.427206784,1.281620351,0,0,0.427206784,0.854413567,0,0.854413567,0.427206784,3.11E-05,3.11E-05,0,0,0,3.11E-05,0,3.11E-05,0,3.11E-05,0,3.11E-05,9.33E-05,0,0,3.11E-05,6.22E-05,0,6.22E-05,3.11E-05,0.266059472,0.150991667,0.155742078,0.439697063,0.298901605,0.261370243,0.75847113,0.75847113,0,0,0,0.75847113,0,0.75847113,0,0.75847113,0,0.75847113,2.27541339,0,0,0.75847113,1.51694226,0,1.51694226,0.75847113,0.103319959,0.062850199,0.075358712,0.133,0.067,0.8,0.333,0.467,0.267,0,0.133,0.067,0.133,0.8,0.533,0.133,0.2,0.2,1
0.375491532,0.375491532,0,0,0.375491532,0.750983065,0,0.750983065,0,0,1.126474597,0,0,0.750983065,0,0,0.375491532,0,0.750983065,0.750983065,1.76E-05,1.76E-05,0,0,1.76E-05,3.51E-05,0,3.51E-05,0,0,5.27E-05,0,0,3.51E-05,0,0,1.76E-05,0,3.51E-05,3.51E-05,0.158968921,0.240146924,0.225392622,0.285354506,0.363075713,0.35155223,0.738499447,0.738499447,0,0,0.738499447,1.476998894,0,1.476998894,0,0,2.215498341,0,0,1.476998894,0,0,0.738499447,0,1.476998894,1.476998894,0.067600513,0.099939,0.09396104,0.059,0.118,0.824,0.235,0.588,0.471,0,0.235,0.118,0.059,0.824,0.588,0.059,0.059,0.059,1
