QSO 1,QSO 2,QSO 3,QSO 4,QSO 5,QSO 6,QSO 7,QSO 8,QSO 9,QSO 10,QSO 11,QSO 12,QSO 13,QSO 14,QSO 15,QSO 16,QSO 17,QSO 18,QSO 19,QSO 20,QSO 21,QSO 22,QSO 23,QSO 24,QSO 25,QSO 26,QSO 27,QSO 28,QSO 29,QSO 30,QSO 31,QSO 32,QSO 33,QSO 34,QSO 35,QSO 36,QSO 37,QSO 38,QSO 39,QSO 40,QSO 41,QSO 42,QSO 43,QSO 44,QSO 45,QSO 46,PseAAC 1,PseAAC 2,PseAAC 3,PseAAC 4,PseAAC 5,PseAAC 6,PseAAC 7,PseAAC 8,PseAAC 9,PseAAC 10,PseAAC 11,PseAAC 12,PseAAC 13,PseAAC 14,PseAAC 15,PseAAC 16,PseAAC 17,PseAAC 18,PseAAC 19,PseAAC 20,PseAAC 21,PseAAC 22,PseAAC 23,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_HX,PCP_SC,Class
1.137425319,0,1.137425319,0,0,0,0,0,0,0,0.56871266,1.137425319,0,0.56871266,0,0,0,0,0.56871266,0,9.22E-05,0,9.22E-05,0,0,0,0,0,0,0,4.61E-05,9.22E-05,0,4.61E-05,0,0,0,0,4.61E-05,0,0.179435157,0.150046987,0.101805196,0.394646256,0.329012428,0.276295235,1.561718562,0,1.561718562,0,0,0,0,0,0,0,0.780859281,1.561718562,0,0.780859281,0,0,0,0,0.780859281,0,0.08259624,0.060946763,0.075597716,0.222,0,0.778,0.111,0.444,0.333,0,0.222,0,0.222,0.778,0.444,0.444,0,0,1
1.447810923,0.723905461,0,0.361952731,0.361952731,0.723905461,0.723905461,0,0,0,0.723905461,0.361952731,0,0,0.361952731,0,0,0.361952731,0.361952731,0,6.52E-05,3.26E-05,0,1.63E-05,1.63E-05,3.26E-05,3.26E-05,0,0,0,3.26E-05,1.63E-05,0,0,1.63E-05,0,0,1.63E-05,1.63E-05,0,0.206708671,0.243894066,0.187444533,0.388010524,0.358705599,0.253267566,2.937259617,1.468629808,0,0.734314904,0.734314904,1.468629808,1.468629808,0,0,0,1.468629808,0.734314904,0,0,0.734314904,0,0,0.734314904,0.734314904,0,0.086470918,0.098665061,0.080549117,0.167,0.167,0.667,0.222,0.444,0.389,0.056,0.111,0.167,0.167,0.667,0.5,0.222,0,0.056,1
0,0,0,0.591158748,0,0.591158748,0,0.591158748,0,0.591158748,1.182317496,0,0.591158748,0,0.591158748,0,1.182317496,0,0,1.773476244,0,0,0,4.64E-05,0,4.64E-05,0,4.64E-05,0,4.64E-05,9.27E-05,0,4.64E-05,0,4.64E-05,0,9.27E-05,0,0,0.000139121,0.103831004,0.173157787,0.131852461,0.246462838,0.417596075,0.335894713,0,0,0,0.872899934,0,0.872899934,0,0.872899934,0,0.872899934,1.745799868,0,0.872899934,0,0.872899934,0,1.745799868,0,0,2.618699802,0.033347311,0.05528025,0.038472505,0,0.154,0.846,0.154,0.692,0.615,0.077,0,0.154,0,0.846,0.769,0.077,0.154,0.077,1
0.385611136,1.156833409,0.385611136,0.385611136,0,0.771222273,0.385611136,0,0,0,1.928055682,0,0,0,0,0,0.385611136,0,0,0,2.66E-05,7.99E-05,2.66E-05,2.66E-05,0,5.33E-05,2.66E-05,0,0,0,0.000133152,0,0,0,0,0,2.66E-05,0,0,0,0.309426214,0.119841347,0.185121302,0.434732937,0.271773663,0.293466769,0.715236202,2.145708607,0.715236202,0.715236202,0,1.430472405,0.715236202,0,0,0,3.576181012,0,0,0,0,0,0.715236202,0,0,0,0.137867726,0.061054239,0.085841832,0.2,0.2,0.6,0.133,0.4,0.4,0,0,0.2,0.2,0.6,0.467,0.267,0.067,0,1
0,0,0,0,0.606689688,0.606689688,0,0.606689688,0,0,0,0,0.606689688,0,0,0.606689688,0.606689688,0.606689688,0,1.213379376,0,0,0,0,3.17E-05,3.17E-05,0,3.17E-05,0,0,0,0,3.17E-05,0,0,3.17E-05,3.17E-05,3.17E-05,0,6.34E-05,0.117126237,0.128753506,0.147430569,0.295188767,0.358255916,0.346523599,0,0,0,0,0.767690401,0.767690401,0,0.767690401,0,0,0,0,0.767690401,0,0,0.767690401,0.767690401,0.767690401,0,1.535380803,0.06226091,0.081565737,0.088482952,0,0.111,0.889,0.333,0.556,0.333,0,0.111,0.111,0,0.889,0.667,0,0.222,0.222,1
0.708984737,0.354492368,0.354492368,0,0,0,0.354492368,0.708984737,0,0,1.417969473,0.708984737,0,0.354492368,0.354492368,0,0,0,0,1.772461842,4.34E-05,2.17E-05,2.17E-05,0,0,0,2.17E-05,4.34E-05,0,0,8.68E-05,4.34E-05,0,2.17E-05,2.17E-05,0,0,0,0,0.000108442,0.249091082,0.164884255,0.231532295,0.372530223,0.292354373,0.335093716,1.527188961,0.763594481,0.763594481,0,0,0,0.763594481,1.527188961,0,0,3.054377923,1.527188961,0,0.763594481,0.763594481,0,0,0,0,3.817972404,0.082903921,0.061403272,0.092098326,0.15,0,0.85,0.05,0.75,0.7,0.05,0.05,0,0.15,0.85,0.65,0.25,0,0,1
0.41659345,0.41659345,0,0.41659345,0,1.249780351,0.833186901,1.666373801,0,0,0.833186901,0,0,0,0.41659345,0,0,0,0,0.833186901,2.52E-05,2.52E-05,0,2.52E-05,0,7.55E-05,5.03E-05,0.000100619,0,0,5.03E-05,0,0,0,2.52E-05,0,0,0,0,5.03E-05,0.209799461,0.215760705,0.157846383,0.408931406,0.284629761,0.306413678,0.801299293,0.801299293,0,0.801299293,0,2.40389788,1.602598587,3.205197173,0,0,1.602598587,0,0,0,0.801299293,0,0,0,0,1.602598587,0.07302853,0.069556766,0.056115411,0.059,0.235,0.706,0.118,0.588,0.588,0.059,0,0.235,0.059,0.706,0.353,0.118,0,0,1
0.551090103,0.551090103,0,0,0,0,0,0,0.551090103,0.551090103,0,0,0,1.102180206,0,0.551090103,0.551090103,0,0,0.551090103,5.47E-05,5.47E-05,0,0,0,0,0,0,5.47E-05,5.47E-05,0,0,0,0.000109445,0,5.47E-05,5.47E-05,0,0,5.47E-05,0.19292386,0.129717242,0.126268795,0.266311337,0.35197903,0.381654911,0.732627679,0.732627679,0,0,0,0,0,0,0.732627679,0.732627679,0,0,0,1.465255358,0,0.732627679,0.732627679,0,0,0.732627679,0.077515198,0.084291167,0.105565956,0.222,0,0.778,0.222,0.556,0.333,0,0.222,0,0.222,0.778,0.667,0.222,0.222,0,1
0.327162097,0,0,0,0.327162097,0.654324193,0.327162097,0.327162097,0.654324193,0.654324193,0.654324193,0.654324193,0.327162097,0,0.327162097,0,0.98148629,0,0.327162097,0,1.86E-05,0,0,0,1.86E-05,3.71E-05,1.86E-05,1.86E-05,3.71E-05,3.71E-05,3.71E-05,3.71E-05,1.86E-05,0,1.86E-05,0,5.57E-05,0,1.86E-05,0,0.229869782,0.227103561,0.215864561,0.307351704,0.329138177,0.363491554,0.799219392,0,0,0,0.799219392,1.598438784,0.799219392,0.799219392,1.598438784,1.598438784,1.598438784,1.598438784,0.799219392,0,0.799219392,0,2.397658176,0,0.799219392,0,0.067253375,0.065316253,0.06821098,0.2,0.1,0.7,0.3,0.4,0.35,0.05,0.05,0.1,0.2,0.7,0.55,0.25,0.15,0.1,1
0.687088825,0.687088825,0,0.343544412,0,0.343544412,0.343544412,0,0,0.343544412,0.343544412,0.687088825,0,0,0,0.687088825,0,0,0,0.687088825,5.39E-05,5.39E-05,0,2.69E-05,0,2.69E-05,2.69E-05,0,0,2.69E-05,2.69E-05,5.39E-05,0,0,0,5.39E-05,0,0,0,5.39E-05,0.187779967,0.227038024,0.241637597,0.334994706,0.306111068,0.358867285,1.373034863,1.373034863,0,0.686517432,0,0.686517432,0.686517432,0,0,0.686517432,0.686517432,1.373034863,0,0,0,1.373034863,0,0,0,1.373034863,0.073086015,0.122784768,0.117611785,0.267,0.133,0.6,0.2,0.4,0.4,0,0,0.133,0.267,0.6,0.4,0.267,0.133,0,1
0,0.379596304,0.379596304,0.379596304,0,0.379596304,0.759192608,0,0,0,0.759192608,0.379596304,0,0.759192608,0,0.379596304,0.379596304,0,0.379596304,0.759192608,0,2.28E-05,2.28E-05,2.28E-05,0,2.28E-05,4.57E-05,0,0,0,4.57E-05,2.28E-05,0,4.57E-05,0,2.28E-05,2.28E-05,0,2.28E-05,4.57E-05,0.188965849,0.228369008,0.203068839,0.303048503,0.354002288,0.342926371,0,0.72652576,0.72652576,0.72652576,0,0.72652576,1.453051521,0,0,0,1.453051521,0.72652576,0,1.453051521,0,0.72652576,0.72652576,0,0.72652576,1.453051521,0.077391784,0.101521851,0.094560605,0.125,0.125,0.75,0.312,0.375,0.25,0,0.188,0.125,0.125,0.75,0.438,0.188,0.125,0,1
0.393002697,0.393002697,0,0,0.393002697,0.786005394,0,0.786005394,0.393002697,0,1.179008091,0,0,0.393002697,0,0,0,0,0.393002697,0.786005394,1.99E-05,1.99E-05,0,0,1.99E-05,3.97E-05,0,3.97E-05,1.99E-05,0,5.96E-05,0,0,1.99E-05,0,0,0,0,1.99E-05,3.97E-05,0.180792874,0.246669125,0.179535304,0.324830625,0.35660101,0.318548491,0.749338679,0.749338679,0,0,0.749338679,1.498677359,0,1.498677359,0.749338679,0,2.248016038,0,0,0.749338679,0,0,0,0,0.749338679,1.498677359,0.075577979,0.104157478,0.070925863,0.133,0.133,0.733,0.133,0.6,0.533,0,0.133,0.133,0.133,0.733,0.533,0.133,0,0.067,1
0.326037165,0.978111495,0,0,0.326037165,0.65207433,0,0.65207433,0,0,0,0.326037165,0,0.65207433,0.326037165,0,0.65207433,0,0.326037165,0.326037165,2.14E-05,6.42E-05,0,0,2.14E-05,4.28E-05,0,4.28E-05,0,0,0,2.14E-05,0,4.28E-05,2.14E-05,0,4.28E-05,0,2.14E-05,2.14E-05,0.182885494,0.234320987,0.256756354,0.342675129,0.322429937,0.334873542,0.702281202,2.106843607,0,0,0.702281202,1.404562405,0,1.404562405,0,0,0,0.702281202,0,1.404562405,0.702281202,0,1.404562405,0,0.702281202,0.702281202,0.071554123,0.107203667,0.118961007,0.235,0.118,0.647,0.235,0.412,0.294,0.059,0.176,0.118,0.235,0.647,0.471,0.294,0.118,0.059,1
0.990976826,0.330325609,0.330325609,0.660651217,0.660651217,0.330325609,0,0.990976826,0,0.330325609,1.651628043,0.330325609,0,0,0.660651217,0.330325609,0,0,0,0.330325609,3.25E-05,1.08E-05,1.08E-05,2.17E-05,2.17E-05,1.08E-05,0,3.25E-05,0,1.08E-05,5.42E-05,1.08E-05,0,0,2.17E-05,1.08E-05,0,0,0,1.08E-05,0.22017467,0.261510658,0.187989064,0.311609867,0.364940568,0.323438719,2.438202995,0.812734332,0.812734332,1.625468663,1.625468663,0.812734332,0,2.438202995,0,0.812734332,4.063671658,0.812734332,0,0,1.625468663,0.812734332,0,0,0,0.812734332,0.061246946,0.075278799,0.050739923,0.083,0.125,0.792,0.125,0.625,0.625,0.083,0,0.125,0.083,0.792,0.583,0.208,0.042,0.083,1
0,0,0.334714779,0.334714779,0,0.334714779,0,0.334714779,0,0.669429559,1.338859117,0.669429559,0.334714779,0.334714779,0.334714779,1.004144338,0,0,0.334714779,0.334714779,0,0,1.56E-05,1.56E-05,0,1.56E-05,0,1.56E-05,0,3.11E-05,6.23E-05,3.11E-05,1.56E-05,1.56E-05,1.56E-05,4.67E-05,0,0,1.56E-05,1.56E-05,0.219653662,0.236831091,0.208800468,0.389782074,0.248811018,0.361391335,0,0,0.780535108,0.780535108,0,0.780535108,0,0.780535108,0,1.561070215,3.12214043,1.561070215,0.780535108,0.780535108,0.780535108,2.341605323,0,0,0.780535108,0.780535108,0.067421807,0.082821254,0.069221832,0.1,0.1,0.8,0.2,0.55,0.45,0.05,0.1,0.1,0.1,0.8,0.5,0.2,0.15,0.05,1
0,0.319723237,0,0.319723237,0.319723237,0.639446475,0,0,0.319723237,0.319723237,0.639446475,0,0,0.639446475,0,0.639446475,0,0.319723237,0.319723237,0.319723237,0,1.47E-05,0,1.47E-05,1.47E-05,2.94E-05,0,0,1.47E-05,1.47E-05,2.94E-05,0,0,2.94E-05,0,2.94E-05,0,1.47E-05,1.47E-05,1.47E-05,0.185019042,0.255212008,0.240045713,0.261573638,0.343364997,0.395046642,0,0.697116252,0,0.697116252,0.697116252,1.394232505,0,0,0.697116252,0.697116252,1.394232505,0,0,1.394232505,0,1.394232505,0,0.697116252,0.697116252,0.697116252,0.078220091,0.108803114,0.115860542,0.125,0.188,0.688,0.25,0.438,0.25,0,0.25,0.188,0.125,0.688,0.5,0.125,0.125,0.062,1
1.141259249,0,0,0.38041975,0,1.521678999,0,0.7608395,0,0.38041975,0,0.7608395,0.38041975,0,0.7608395,0,0.7608395,0,0,0.7608395,7.63E-05,0,0,2.54E-05,0,0.000101793,0,5.09E-05,0,2.54E-05,0,5.09E-05,2.54E-05,0,5.09E-05,0,5.09E-05,0,0,5.09E-05,0.196670772,0.220503422,0.202406056,0.363127169,0.306278566,0.330568817,2.498972773,0,0,0.832990924,0,3.331963697,0,1.665981849,0,0.832990924,0,1.665981849,0.832990924,0,1.665981849,0,1.665981849,0,0,1.665981849,0.050703248,0.059863079,0.056442748,0.1,0.25,0.65,0.1,0.55,0.5,0.1,0,0.25,0.1,0.65,0.55,0.2,0.1,0.05,1
0.435760778,0,0,0,0.435760778,0.435760778,0.435760778,0.435760778,0.871521556,0,1.743043112,0,0,0,0,0.435760778,0,0,0.435760778,0.871521556,2.17E-05,0,0,0,2.17E-05,2.17E-05,2.17E-05,2.17E-05,4.33E-05,0,8.66E-05,0,0,0,0,2.17E-05,0,0,2.17E-05,4.33E-05,0.191719316,0.212342,0.160177905,0.293807065,0.368316759,0.337854519,0.834070917,0,0,0,0.834070917,0.834070917,0.834070917,0.834070917,1.668141834,0,3.336283668,0,0,0,0,0.834070917,0,0,0.834070917,1.668141834,0.044598557,0.071123357,0.050207169,0.133,0.067,0.8,0.267,0.533,0.533,0,0.067,0.067,0.133,0.8,0.533,0.133,0.067,0.067,1
0.838728841,0.419364421,0,0.419364421,0.838728841,0,0,1.258093262,0,0.838728841,2.096822103,0,0,0,0.419364421,0.419364421,0.419364421,0,0,0.419364421,2.48E-05,1.24E-05,0,1.24E-05,2.48E-05,0,0,3.72E-05,0,2.48E-05,6.19E-05,0,0,0,1.24E-05,1.24E-05,1.24E-05,0,0,1.24E-05,0.193148558,0.203063549,0.184423472,0.319246168,0.351963986,0.328777458,1.639259948,0.819629974,0,0.819629974,1.639259948,0,0,2.458889923,0,1.639259948,4.098149871,0,0,0,0.819629974,0.819629974,0.819629974,0,0,0.819629974,0.056181163,0.068570178,0.055618685,0.05,0.05,0.9,0.2,0.7,0.7,0.05,0,0.05,0.05,0.9,0.7,0.1,0.1,0.1,1
0,0,0.432933306,0.432933306,0.432933306,0,0.432933306,0.432933306,0.432933306,0,0,0.432933306,0.432933306,0.865866612,0.432933306,0,0.432933306,0.432933306,0,0.865866612,0,0,2.17E-05,2.17E-05,2.17E-05,0,2.17E-05,2.17E-05,2.17E-05,0,0,2.17E-05,2.17E-05,4.33E-05,2.17E-05,0,2.17E-05,2.17E-05,0,4.33E-05,0.20977463,0.167911451,0.189380614,0.391630567,0.318824727,0.289523046,0,0,0.815752893,0.815752893,0.815752893,0,0.815752893,0.815752893,0.815752893,0,0,0.815752893,0.815752893,1.631505787,0.815752893,0,0.815752893,0.815752893,0,1.631505787,0.059857054,0.050281956,0.074108097,0.133,0.067,0.8,0.2,0.533,0.267,0.067,0.2,0.067,0.133,0.8,0.6,0.267,0.067,0.133,1
1.00356582,0,0.50178291,0.50178291,0,0,0,0,0.50178291,0,1.50534873,0,0,0.50178291,0.50178291,0,0.50178291,0,0.50178291,0,6.43E-05,0,3.22E-05,3.22E-05,0,0,0,0,3.22E-05,0,9.65E-05,0,0,3.22E-05,3.22E-05,0,3.22E-05,0,3.22E-05,0,0.192358378,0.168764546,0.137094166,0.364053788,0.343970058,0.291944,1.640782208,0,0.820391104,0.820391104,0,0,0,0,0.820391104,0,2.461173311,0,0,0.820391104,0.820391104,0,0.820391104,0,0.820391104,0,0.066002333,0.053299297,0.060307266,0.083,0.083,0.833,0.167,0.583,0.5,0.083,0.167,0.083,0.083,0.833,0.667,0.25,0.083,0,1
0.599067761,0,0.29953388,0.29953388,0.29953388,0.898601641,0,0.599067761,0.29953388,0,0.898601641,0.599067761,0,0.29953388,0,0,0.599067761,0,0.599067761,0.29953388,2.67E-05,0,1.33E-05,1.33E-05,1.33E-05,4.00E-05,0,2.67E-05,1.33E-05,0,4.00E-05,2.67E-05,0,1.33E-05,0,0,2.67E-05,0,2.67E-05,1.33E-05,0.278522597,0.244222703,0.17772082,0.403108018,0.289990509,0.306888124,1.554923285,0,0.777461642,0.777461642,0.777461642,2.332384927,0,1.554923285,0.777461642,0,2.332384927,1.554923285,0,0.777461642,0,0,1.554923285,0,1.554923285,0.777461642,0.084125299,0.083162989,0.055250071,0.136,0.182,0.682,0.227,0.409,0.364,0,0.136,0.182,0.136,0.682,0.455,0.182,0.091,0.045,1
0.865485844,0,0,0.432742922,0,0.432742922,0,0.865485844,0.432742922,0,0,0.865485844,0,0.432742922,0,0,0.865485844,0,0,0.432742922,7.21E-05,0,0,3.61E-05,0,3.61E-05,0,7.21E-05,3.61E-05,0,0,7.21E-05,0,3.61E-05,0,0,7.21E-05,0,0,3.61E-05,0.251749926,0.151032862,0.16447429,0.492453177,0.257129358,0.250381399,1.564444525,0,0,0.782222263,0,0.782222263,0,1.564444525,0.782222263,0,0,1.564444525,0,0.782222263,0,0,1.564444525,0,0,0.782222263,0.090797749,0.068318722,0.058661267,0.231,0.154,0.615,0.154,0.462,0.385,0,0.077,0.154,0.231,0.615,0.462,0.231,0.154,0,1
1.142293633,0.571146817,0,0,0,0,0,0,0,0.571146817,0,0.571146817,1.71344045,0.571146817,0,0,0,0,0.571146817,0,0.000138157,6.91E-05,0,0,0,0,0,0,0,6.91E-05,0,6.91E-05,0.000207235,6.91E-05,0,0,0,0,6.91E-05,0,0.19927004,0.10415936,0.125423784,0.429591816,0.313740389,0.256598717,1.484248462,0.742124231,0,0,0,0,0,0,0,0.742124231,0,0.742124231,2.226372694,0.742124231,0,0,0,0,0.742124231,0,0.112776844,0.076722126,0.068376799,0.2,0,0.8,0.1,0.7,0.3,0,0.2,0,0.2,0.8,0.7,0.2,0,0.3,1
